member-id,publisher,prefix,pubs-since-2017,doi-checked,force-https
11661,"Komisi Yudisial","10.29123",21,"10.29123/jy.v10i3.216",false
11662,null,null,0,null,null
11663,null,null,0,null,null
10153,"Higher State Educational Establishment of Ukraine Bukovinian State Medical University","10.24061",542,"10.24061/2411-6181.3.2017.92",false
7724,"International Journal of Education in Mathematics, Science and Technology","10.18404",20,"10.18404/ijemst.380617",false
7626,"Sociedad Geologica Mexicana","10.18268",52,"10.18268/bsgm2018v70n1a3",false
11667,null,"10.26913",64,"10.26913/80s02017.0111.0017",false
11668,null,null,0,null,null
11669,"Ural State University of Economics","10.29141",172,"10.29141/2073-1019-2017-17-5-6",false
11670,"Castledown Publishers","10.29140",8,"10.29140/ice.v1n1.24",false
11671,null,null,0,null,null
11674,"Narotama University","10.29138",44,"10.29138/educatio.v2i2.178",false
11675,"Asian International Journal of Social Sciences","10.29139",28,"10.29139/aijss.20170204",false
11676,"FSBEU HE Saratov SAU","10.28983",77,"10.28983/asj.v0i2.31",false
11677,"Laurentian University Library","10.28984",24,"10.28984/ct.v1i1.90",true
11678,"Uluslararasi Muhendislik Arastirma ve Gelistirme Dergisi","10.29137",42,"10.29137/umagd.372979",false
11679,"Sanat Tarihi Dergisi","10.29135",19,"10.29135/std.326689",false
11680,"Yuzuncu Yil Universitesi Tarim Bilimleri Dergisi","10.29133",76,"10.29133/yyutbd.298565",false
11681,"Uluslararasi Iktisadi ve Idari Bilimler Dergisi","10.29131",11,"10.29131/uiibd.359845",false
11682,null,null,0,null,null
11683,"Inonu Universitesi Egitim Bilimleri Enstitusu Dergisi","10.29129",10,"10.29129/inujgse.359846",false
11684,"Mediterranean Agricultural Sciences","10.29136",30,"10.29136/mediterranean.359854",false
11685,"Geomatik","10.29128",30,"10.29128/geomatik.303890",false
11686,"International Journal of Pure and Applied Sciences","10.29132",11,"10.29132/ijpas.344892",false
11687,"Duzce Universitesi Bilim ve Teknoloji Dergisi","10.29130",26,"10.29130/dubited.349423",false
2257,"Lawrence and Wishart","10.3898",56,"10.3898/175864317822165086",false
6522,"Korean Society of Exercise Physiology","10.15857",45,"10.15857/ksep.2017.26.3.197",true
9629,"The Oral Biology Research Institute at Chosum University","10.21851",64,"10.21851/obr.41.3.201709.167",false
11691,null,null,0,null,null
11692,"Marketing and Tourism Review","10.29149",20,"10.29149/mtr.v3i1.4625",false
11693,"Revista ECO-Pos","10.29146",22,"10.29146/eco-pos.v20i3.14471",false
11694,null,null,0,null,null
11695,"Universidade Anhembi Morumbi","10.29147",26,"10.29147/2526-1789.dat.2017v2i2p78-90",false
11696,null,null,0,null,null
11697,null,null,0,null,null
11698,"Korea Observer - Institute of Korean Studies","10.29152",16,"10.29152/koiks.2018.49.1.161",false
11699,"Fundacion Universitaria Monserrate - Unimonserrate","10.29151",14,"10.29151/hojasyhablas.n14a3",false
11700,null,null,0,null,null
11701,"InterCambios","10.29156",27,"10.29156/v4.i2/4",false
11702,null,null,0,null,null
11703,"Veterinaria - Montevideo","10.29155",3,"10.29155/vet.23.208.2",false
11704,null,null,0,null,null
11705,null,null,0,null,null
11706,"Anafora","10.29162",27,"10.29162/anafora.v4i1.4",true
11707,"Modern English Drama Association of Korea","10.29163",33,"10.29163/jmed.2017.08.30.2.5",false
11708,null,null,0,null,null
11709,"PharmaTutor Edu Labs","10.29161",40,"10.29161/pt.v6.i2.2018.15",true
10727,"Music and Entertainment Industry Educators Association (MEIEA)","10.25101",12,"10.25101/17",false
3865,"Iniciativa Digital Politecnica","10.5821",113,"10.5821/jida.2017.5260",true
11712,null,null,0,null,null
11713,null,null,0,null,null
11714,null,null,0,null,null
11715,null,null,0,null,null
11716,null,null,0,null,null
77,"The Electrochemical Society","10.1149",3974,"10.1149/2.13517109jes",false
421,null,null,0,null,null
538,"Johnson Matthey","10.1595",63,"10.1595/205651317x693868",false
964,null,null,0,null,null
1130,"ACTA Press","10.2316",256,"10.2316/journal.206.2017.4.206-4004",false
1155,"Japanese Society of Fisheries Science","10.2331",353,"10.2331/suisan.17-00028",true
1297,"Japan Association of Mineralogical Sciences","10.2465",91,"10.2465/gkk.46.69a",true
1635,"Graduate School of Environmental Science, Okayama University","10.3107",3,"10.3107/jesss.8.15",true
1698,"Czech Geological Survey","10.3140",70,"10.3140/bull.geosci.1683",false
1763,"Reactome","10.3180",43,"10.3180/r-hsa-977606.3",false
1858,"Croatian Medical Journal","10.3325",60,"10.3325/cmj.2017.58.300",true
1911,"Aerospace Medical Association","10.3357",248,"10.3357/amhp.4696.2017",false
1932,"The Korean Institute of Metals and Materials","10.3365",169,"10.3365/kjmm.2018.56.2.113",false
2016,"Journal of the North Atlantic","10.3721",25,"10.3721/037.002.sp1006",false
2086,"Beilstein Institut","10.3762",757,"10.3762/bjnano.8.250",true
2098,"MyJove Corporation","10.3791",1650,"10.3791/55984",true
2133,"mEDRA","10.1472",1,"10.1472/form.web.2.0.al",true
2148,"Comparative Cognition Society","10.3819",21,"10.3819/ccbr.2017.120006",false
2155,"International Medical Publisher (Fundacion de Neurociencias)","10.3823",317,"10.3823/816",false
2467,"Ideas in Ecology and Evolution","10.4033",9,"10.4033/iee.2017.10.3.c",true
2578,null,null,0,null,null
2600,"Journal of Logic and Analysis","10.4115",14,"10.4115/jla.2018.10.3",false
2685,null,null,0,null,null
2693,"Faculty of Engineering, Chulalongkorn University","10.4186",183,"10.4186/ej.2017.21.5.243",false
2736,"Mercator - Revista de Geografia da UFC","10.4215",68,"10.4215/rm2017.16e016",false
2770,"Society of Adaptive Science in Taiwan","10.4247",24,"10.4247/am.2017.abg168",false
2844,"The Society of Laparoendoscopic Surgeons","10.4293",81,"10.4293/jsls.2017.00028",true
2856,"Journal of Graduate Medical Education","10.4300",285,"10.4300/jgme-d-16-00703.1",false
2919,"Romanian Society of Legal Medicine","10.4323",65,"10.4323/rjlm.2017.169",false
2925,"Associacao Educacional de Vitoria","10.5008",63,"10.5008/978-85-61299-04-0/021",true
2930,null,null,0,null,null
2932,null,null,0,null,null
3023,null,null,0,null,null
3057,null,null,0,null,null
3116,"Human Behavior and Evolution Society of Japan","10.5178",12,"10.5178/lebs.2017.53",false
3158,null,null,0,null,null
3163,"Dipartimento di Economia, Universita di Perugia (IT)","10.5202",6,"10.5202/rei.v8i2.234",false
3176,"University Library System, University of Pittsburgh","10.5195",977,"10.5195/jmla.2018.348",false
3266,"Journal of Spatial Information Science","10.5311",10,"10.5311/josis.2017.15.379",false
3291,"Yerkure Tanitim ve Yayincilik Hizmetleri","10.5350",231,"10.5350/sleep.hypn.2016.18.0121",false
3346,"The Korea Contents Association","10.5392",60,"10.5392/jkca.2017.17.01.183",false
3360,null,null,0,null,null
3363,"The Korean Society of Visualization","10.5407",7,"10.5407/jksv.2017.15.1.053",false
3401,"Publishing House of Pharmaceutical Care and Research","10.5428",48,"10.5428/pcar20170312",false
3449,"The Korean Society of Toxicology","10.5487",63,"10.5487/tr.2018.34.2.103",false
3450,null,null,0,null,null
3456,"Canadian Urological Association Journal","10.5489",403,"10.5489/cuaj.4398",false
3464,"Oil Gas Scientific Research Project Institute","10.5510",32,"10.5510/ogp20170300318",false
3537,"Faculty of Forestry, University of Zagreb","10.5552",60,"10.5552/drind.2017.1640",true
3551,null,null,0,null,null
3564,"International Association of Physical Chemists (IAPC)","10.5599",94,"10.5599/jese.386",false
3567,"Turkish Society of Cardiology","10.5543",265,"10.5543/tkda.2017.79168",false
3569,"International Mycological Association (IMA)","10.5598",28,"10.5598/imafungus.2017.08.01.05",false
3624,"The Korean Society for Reproductive Medicine (KAMJE)","10.5653",46,"10.5653/cerm.2017.44.4.187",true
3629,"The Korean Society of Wood Science Technology","10.5658",24,"10.5658/wood.2017.45.1.116",false
3693,"World Agroforestry Centre","10.5716",11,"10.5716/wp18003.pdf",false
3694,"The Korean Society of Community Nutrition (KAMJE)","10.5720",44,"10.5720/kjcn.2017.22.4.323",true
3760,"Korean Academy of Child and Adolescent Psychiatry","10.5765",48,"10.5765/jkacap.2017.28.2.84",false
3814,"Korean Academic Society of Occupational Health Nursing","10.5807",7,"10.5807/kjohn.2017.26.1.1",false
3815,"Korea Genome Organization","10.5808",28,"10.5808/gi.2017.15.2.65",true
3820,"Stellenbosch University","10.5788",1005,"10.5788/27-1-1398",false
3908,"Academic Journals","10.5897",2577,"10.5897/jpbcs2017.0696",false
3910,"Utah State University Press","10.7330",438,"10.7330/9781607325352",true
3932,"American Library Association","10.5860",881,"10.5860/crl.78.7.1003",true
4035,"Diva Enterprises Private Limited","10.5958",10944,"10.5958/2321-1032.2018.00001.3",false
4070,"Biomedical Informatics","10.6026",112,"10.6026/013.12",false
4095,"Desafio Singular, Lda","10.6063",72,"10.6063/motricidade.9495",false
4096,"Korean Society of Pediatric Endocrinology","10.6065",53,"10.6065/apem.2017.22.2.133",true
4109,"Korea Society for Computational Fluids Engineering","10.6112",69,"10.6112/kscfe.2017.22.1.015",false
4110,"The Korean Institute of Power Electronics","10.6113",104,"10.6113/jpe.2017.17.2.442",false
4185,"Association of Biomolecular Resource Facilities","10.7171",32,"10.7171/jbt.17-2801-008",true
4222,"Associacao Academica de Propriedade Intelectual","10.7198",85,"10.7198/geintec.v7.i3.737",false
4234,"Korean Society of Cartoon Animation Studies","10.7230",9,"10.7230/koscas.2017.46.207",false
4236,"Korean Institute of Industrial Engineers","10.7232",130,"10.7232/iems.2017.16.4.598",false
4240,"The Institute of Webcasting, Internet and Telecommunication","10.7236",123,"10.7236/jiibc.2017.17.2.211",false
4264,"Faculty of Transport and Traffic Sciences","10.7307",77,"10.7307/ptt.v30i1.2417",false
4274,"The Korean Society for Geospatial Information Systems","10.7319",48,"10.7319/kogsis.2017.25.1.029",false
4286,null,null,0,null,null
4300,"International Association for Computerized Adaptive Testing","10.7333",4,"10.7333/1702-050101",false
4301,"Fondazione Pro Herbario Mediterraneo","10.7320",27,"10.7320/flmedit27.289",false
4322,"Russian-British Institute of Management (RBIM)","10.7442",96,"10.7442/2071-9620-2017-9-3-130-134",false
4434,"Cornell University Press","10.7591",10384,"10.7591/9781501707940-017",true
4445,"City Net Scientific Research Center Ltd., Belgrade","10.7708",50,"10.7708/ijtte.2017.7(4).07",false
4526,"The Korean Society of Nondestructive Testing","10.7779",52,"10.7779/jksnt.2017.37.3.192",false
4578,"The Korean Society of Marine Environment and Safety","10.7837",123,"10.7837/kosomes.2017.23.7.829",false
4587,"The Korean Society for Marine Environment and Energy","10.7846",40,"10.7846/jkosmee.2017.20.1.26",false
4590,"The Korean Society for New and Renewable Energy","10.7849",45,"10.7849/ksnre.2017.9.13.3.041",false
4597,"The Korean Society of Community Living Science","10.7856",55,"10.7856/kjcls.2018.29.1.49",false
4632,"Turkce Edebiyat Kultur Egitim (TEKE) Dergisi","10.7884",206,"10.7884/teke.4030",false
4662,"The Korean Society of Economic and Environmental Geology","10.9719",15,"10.9719/eeg.2017.50.1.35",false
4673,null,null,0,null,null
4678,"Revista Brasileira de Estudos Politicos","10.9732",19,"10.9732/461",true
4705,"Petra Christian University","10.9744",128,"10.9744/dimensi.44.2.155-162",false
4710,"Coastal Engineering Research Council","10.9753",169,"10.9753/icce.v35.structures.12",true
4729,"The Korea Institute of Military Science and Technology","10.9766",35,"10.9766/kimst.2017.20.2.246",false
4745,"Universidade Federal da Bahia","10.9771",417,"10.9771/cmbio.v16i2.23515",true
4772,"Korean Society for Advanced Composite Structures","10.11004",46,"10.11004/kosacs.2017.8.1.020",false
4782,"Korean Academy of Nursing Administration (KAMJE)","10.11111",71,"10.11111/jkana.2017.23.4.373",true
4813,"ARGESIM Arbeitsgemeinschaft Simulation News","10.11128",97,"10.11128/sne.27.3.1038",true
4906,"The Society of Korea Industrial and Systems Engineering","10.11627",84,"10.11627/jkise.2017.40.4.038",false
4966,null,null,0,null,null
4977,"Engineering and Technology Publishing","10.12720",123,"10.12720/jait.8.1.36-41",false
4990,"Asociacion Interprofesional Desarrollo Agrario (AIDA)","10.12706",36,"10.12706/itea.2018.008",false
5008,"Health Sciences Research Unit: Nursing","10.12707",75,"10.12707/riv17036",true
5019,"Science and Innovation Center","10.12731",501,"10.12731/wsd-2017-4-96-105",false
5035,"Technical University of Kosice, Faculty of Metallurgy","10.12776",90,"10.12776/ams.v23i2.929",false
5036,"Komitet Redakcyjno - Wydawniczy Polskiego Towarzystwa Psychiatrycznego","10.12740",183,"10.12740/pp/60420",false
5040,null,null,0,null,null
5089,"Enviro Research Publishers","10.12944",183,"10.12944/carj.5.3.08",false
5111,"Revista de Ciencia de Madeira","10.12953",26,"10.12953/2177-6830/rcm.v9n1p37-44",true
5133,"Asian Pacific Journal of Tropical Medicine Press","10.12980",315,"10.12980/apjtd.7.2017d7-200",false
5135,"ISER Publications","10.12973",261,"10.12973/iji.2017.10212a",false
5136,"Docuhut, Co., Ltd.","10.13065",420,"10.13065/jksdh.2017.17.05.943",false
5166,"Korean Society of Lipidology and Atherosclerosis (KAMJE)","10.12997",13,"10.12997/jla.2017.6.2.66",true
5167,"The Korean Society for Fisheries and Marine Sciences Education","10.13000",227,"10.13000/jfmse.2017.29.2.526",false
5169,"Journal of Agricultural Faculty of Gaziosmanpasa University","10.13002",107,"10.13002/jafag4291",false
5199,null,null,0,null,null
5203,"Societat Catalana de Salut Laboral","10.12961",51,"10.12961/aprl.2018.21.02.4",false
5215,"The Korean Society of Preventive Veterinary Medicine","10.13041",40,"10.13041/jpvm.2017.41.1.56",false
5225,null,null,0,null,null
5230,"The Korea Society of Environmental Restoration Technology","10.13087",15,"10.13087/kosert.2017.20.1.77",false
5246,"The Korean Society of Food Hygiene and Safety","10.13103",98,"10.13103/jfhs.2017.32.3.179",false
5285,"Health Reform Observer - Observatoire des Reformes de Sante","10.13162",15,"10.13162/hro-ors.v5i1.2982",false
5293,"Institute of Postgraduate Studies, Syiah Kuala University","10.13170",47,"10.13170/depik.6.1.5523",false
5331,"The International Centre for Trade Union Rights (ICTUR)","10.14213",57,"10.14213/inteuniorigh.24.2.fm",false
5333,"Croatian Medical Association","10.13112",6,"10.13112/pc.2017.5",false
5375,"Association of Jewish Libraries","10.14263",16,"10.14263/2330-2976.1287",true
5394,"Akshantala Enterprises Private Limited","10.14260",1610,"10.14260/jemds/2017/1303",true
5396,"TOTBID (Turk Ortopedi ve Travmatoloji Birligi Dernegi","10.14292",61,"10.14292/totbid.dergisi.2017.22",false
5430,"Yijun Institute of International Law","10.14330",62,"10.14330/cwr.2017.3.1.05",false
5472,"Federal Investigation Centre for Information and Control","10.14357",126,"10.14357/08696527170411",false
5485,"The Korean Academy of Oriental Medicine Prescription","10.14374",22,"10.14374/hfs.2017.25.2.223",false
5488,"PIAP - Industrial Research Institute for Automation and Measurements","10.14313",72,"10.14313/jamris_4-2017/37",false
5534,"Korean Society of Archives and Records Management","10.14404",19,"10.14404/jksarm.2017.17.1.051",false
5553,"Research Institute of Asian Women","10.14431",68,"10.15685/jms.2017.02.10.1.05",false
5605,"Gradevinski Fakultet Subotica/Faculty of Civil Engineering Subotica","10.14415",111,"10.14415/konferencijagfs2017.032",false
5656,null,null,0,null,null
5668,"Ankara:Pegem Akademi Yayıncılık","10.14527",1925,"10.14527/9786052411421.14",true
5671,"Online Journal of Rural Nursing and Health Care","10.14574",15,"10.14574/ojrnhc.v17i2.445",false
5795,"Infectious Disease and Control Branch (IDPCB) - Public Health Agency of Canada","10.14745",66,"10.14745/ccdr.v43i12a04",true
5893,"The East Asian Association of International Studies","10.15235",13,"10.15235/jir.2017.06.20.1.77",false
5903,"Organic Syntheses","10.15227",36,"10.15227/orgsyn.094.0016",false
5955,"Associacao Brasileira de Criminalistica - ABC","10.15260",20,"10.15260/rbc.v6i3.189",false
5958,"Korea Environmental Policy and Administration Society","10.15301",55,"10.15301/jepa.2017.25.1.249",false
5997,null,null,0,null,null
6001,"Universiti Malaysia Pahang Publishing","10.15282",202,"10.15282/ijame.14.1.2017.6.0316",false
6064,"Sociedade Brasilieira de Protecao Radiologica - SBPR","10.15392",53,"10.15392/bjrs.v5i2.228",false
6067,"Majalah Kedokteran Bandung","10.15395",60,"10.15395/mkb.v49n1.985",false
6069,"Fundacion Espanola de Dietistas-Nutricionistas (FEDN)","10.14306",46,"10.14306/renhyd.21.1.271",false
6111,"Institute for Liquid Atomization and Spray Systems - Korea","10.15435",6,"10.15435/jilasskr.2017.22.1.36",false
6152,null,null,0,null,null
6158,"Max Weber Studies","10.15543",18,"10.15543/mws/2017/1/4",false
6169,"Universidad Santo Tomas","10.15332",296,"10.15332/s2145-1389.2017.0001.04",false
6174,null,null,0,null,null
6353,null,null,0,null,null
6370,"Korea Computer Graphics Society","10.15701",43,"10.15701/kcgs.2017.23.1.33",false
6379,null,null,0,null,null
6404,null,null,0,null,null
6424,"The Association of Korean Education","10.15734",54,"10.15734/koed..113.201712.345",false
6432,"Democratic Legal Studies Association","10.15756",25,"10.15756/dls.2017..63.267",false
6434,"Korean Logistics Society","10.15735",32,"10.15735/kls.2017.25.3.005",false
6439,"Uniwersytet Ekonomiczny w Krakowie - Krakow University of Economics","10.15678",185,"10.15678/zp.2017.39.1.08",false
6458,"Korean Generative Grammar Circle","10.15860",39,"10.15860/sigg.27.4.201711.873",false
6471,"Research Institute of Social Science","10.15820",41,"10.15820/khjss.2017.43.3.006",false
6495,"Korean Society for the Study of Physical Education","10.15831",54,"10.15831/jksspe.2017.22.1.15",false
6500,"Korean Language Research Circle","10.16876",10,"10.16876/klrc.2017..43.239",false
6508,null,null,0,null,null
6512,"The Hallym Academy of Sciences","10.15797",23,"10.15797/concom.2017..20.011",false
6529,"The Korean Association of Ethics","10.15801",62,"10.15801/je.1.117.201712.25",false
6566,"The Joongwon Linguistic Society of Korea","10.17002",97,"10.17002/sil..46.201801.197",false
6578,"Centro Internacional de Agricultura Tropical","10.17138",22,"10.17138/tgft(5)15-25",false
6595,"The Society for Kugyol Studies","10.17001",16,"10.17001/kugyol.2017..38.009",false
6637,"Eskisehir Osmangazi University Journal of Economics and Administrative Sciences","10.17153",34,"10.17153/oguiibf.329898",false
6676,"Dokuz Eylil University Graduate School of Social Sciences","10.16953",37,"10.16953/deusosbil.281328",false
6769,null,null,0,null,null
6784,null,null,0,null,null
6792,"Universidad de Caldas","10.17151",115,"10.17151/jurid.2017.14.1.2",false
6796,"Journal of the Faculty of Veterinary Medicine Istanbul University","10.16988",11,"10.16988/iuvfd.309199",false
6808,"FSM Scholarly Journal of Humanities and Social Sciences","10.16947",46,"10.16947/fsmia.323406",false
6813,"Centro Interdisciplinario de Investigaciones en Psicologia Matematic","10.16888",32,"10.16888/interd.2017.34.1.10",false
6826,"The Society of Eastern Philosophy","10.17299",23,"10.17299/tsep.00.89.201702.139",false
6831,null,null,0,null,null
6853,"Korean Educational Idea Association","10.17283",38,"10.17283/jkedi.2017.31.4.85",false
6861,"The Korean Society of Bilingualism","10.17296",51,"10.17296/korbil.2017..68.1",false
6863,"David Publishing Company","10.17265",3007,"10.17265/1934-7391/2017.05.004",false
6891,"Legal Research Institute Kookmin University","10.17251",27,"10.17251/legal.2017.29.3.491",false
6892,null,null,0,null,null
6917,"Arc Medieval Press, Medieval Institute Publications (Western Michigan University)","10.17302",27,"10.17302/tmg.3-2.4",true
6922,"Association of Basic Medical Sciences of FBIH","10.17305",80,"10.17305/bjbms.2017.1930",false
6936,"ARLE (International Associaton for Research in L1 Education)","10.17239",48,"10.17239/l1esll-2017.17.02.01",true
6980,"Sociedad Colombiana de Ciencias Hoticolas","10.17584",48,"10.17584/rcch.2017v11i2.7351",false
6998,"Journal for Educating Gifted Young Scientists (JEGYS)","10.17478",23,"10.17478/jegys.2017.67",false
7023,"Cadernos Ibero-Americanos de Direito Sanitario","10.17566",92,"10.17566/ciads.v6i2.389",true
7028,"Uniwersytet Przyrodniczy w Poznaniu (Poznan University of Life Sciences)","10.17306",165,"10.17306/j.npt.2017.2.19",false
7090,"Samara State University of Architecture and Civil Engineering","10.17673",69,"10.17673/vestnik.2017.02.17",false
7111,"Gumushane University Journal of Science and Technology Institute","10.17714",37,"10.17714/gumusfenbil.350309",false
7210,null,null,0,null,null
7227,"Kahramanmaras Sutcu Imam University Journal of Engineering Sciences","10.17780",65,"10.17780/ksujes.321514",false
7237,"Institute for Cognitive Science","10.17791",20,"10.17791/jcs.2017.18.3.255",false
7272,"Korea Evangelical Counseling Society","10.17841",16,"10.17841/jocag.2017.25.2.117",false
7298,null,null,0,null,null
7329,"Aletheia - Associacao Cientifica e Cultural","10.17990",103,"10.17990/rpf/2017_73_3_1423",false
7377,"Russian Ilizarov Scientific Centre Restorative Traumatology and Orthopaedics","10.18019",89,"10.18019/1028-4427-2018-24-1-102-107",false
7389,"The Korean Academic Association of Business Administration","10.18032",136,"10.18032/kaaba.2018.31.2.285",false
7390,"Constantine the Philosopher University in Nitra","10.17846",115,"10.17846/amn.2017.3.1.8-14",false
7413,"UNIVAP Universidade de Vale do Paraiba","10.18066",703,"10.18066/revistaunivap.v22i40.1512",true
7417,"Cankiri Karatekin Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi","10.18074",1,"10.18074/cnuiibf.322",false
7431,"Scientific and Practical Reviewed Journal Pulmonology","10.18093",89,"10.18093/0869-0189-2017-27-1-103-107",false
7455,"Korean Society for Engineering Education","10.18108",53,"10.18108/jeer.2017.20.4.3",false
7500,"Estudos Geologicos","10.18190",21,"10.18190/1980-8208/estudosgeologicos.v27n1p159-170",false
7513,"Universidade Federal de Roraima","10.18227",77,"10.18227/2237-8057rarr.v7i1.3936",true
7514,"Pontificia Universidade Catolica de Goias -PUC Goias","10.18224",343,"10.18224/mos.v9i2.4590",false
7539,"Area de Innovacion y Desarrollo, S.L. 3 Ciencias","10.17993",191,"10.17993/3ctecno.2017.v6n4e24",true
7542,null,null,0,null,null
7553,"The Society for Chinese Cultural Research","10.18212",55,"10.18212/cccs.2017..37.004",false
7558,"ACCEFYN - Academia Colombiana de Ciencias Exactas, Fisicas y Naturales","10.18257",81,"10.18257/raccefyn.527",true
7570,"Medip Academy","10.18203",7651,"10.18203/2320-6012.ijrms20180302",false
7608,"Universidad San Francisco De Quito","10.18272",59,"10.18272/iu.v19i19.904",false
7616,"School of Management, Hospitality and Tourism, University of the Algarve","10.18089",75,"10.18089/tms.2017.13208",false
7651,null,null,0,null,null
7685,"Institute of History and Culture Hankuk University of Foreign Studies","10.18347",39,"10.18347/hufshis.2017.63.3",false
7699,null,null,0,null,null
7704,"Associacao Brasileira de Odontologia Rio de Janeiro (ABORJ)","10.18363",62,"10.18363/rbo.v74n3.p.180",false
7742,null,null,0,null,null
7795,"Institute for Analytical Instrumentation of the Russian Academy of Sciences","10.18358",72,"10.18358/np-28-1-i6978",false
7798,"University of Deusto","10.18543",213,"10.18543/aahdh-5-2008pp125-139",false
7806,"Међународни славистички центар, Филолошки факултет, Универзитет у Београду","10.18485",481,"10.18485/msc.2017.46.2.ch27",false
7811,"Universidade Federal do Triangulo Minero","10.18554",187,"10.18554/cimeac.v7i1.2167",false
7815,"Institute of Combustion Problems","10.18321",160,"10.18321/ectj503",false
7832,"NYU Press","10.18574",466,"10.18574/nyu/9781479877966.003.0007",false
7860,null,null,0,null,null
7890,"Secretariat of The Indonesian Biomedical Journal","10.18585",21,"10.18585/inabj.v9i3.389",false
7953,"The Japan Language and Literature Association of Korea","10.18704",66,"10.18704/kjjll.2017.06.73.3",false
7958,"Gojoseon and Dangun Studies Association","10.18706",16,"10.18706/jgds.2017.12.37.77",false
7964,"Escuela de Posgrados FAC","10.18667",44,"10.18667/cienciaypoderaereo.580",true
7966,"Revista do Tribunal de Contas do Estado de Minas Gerais","10.18763",5,"10.18763/revistatcemg.2016.vol.34.n.4.p.27-41",true
7969,null,null,0,null,null
8001,"Universidad Tecnica Estatal de Quevedo","10.18779",38,"10.18779/cyt.v9i2.209",false
8011,null,null,0,null,null
8027,"Office of Religious Research and Development","10.18784",18,"10.18784/analisa.v2i2.452",true
8040,"Revista de Pesquisa em Políticas Publicas","10.18829",16,"10.18829/rp3.v2i09.24859",false
8044,"Uniwersytet Lodzki (University of Lodz)","10.18778",880,"10.18778/2299-8403.06.02",false
8068,"Korean Society for Lacan and Contemporary Psychoanalysis","10.18873",22,"10.18873/jlcp.2017.02.19.1.177",false
8069,"Universidad de Oviedo","10.17811",240,"10.17811/er.2.2017.131-149",true
8074,"The Linguistic Society of Korea","10.18855",47,"10.18855/lisoko.2017.42.3.013",false
8078,"Korean Political Science Association","10.18854",67,"10.18854/kpsr.2017.51.1.001",false
8085,"Jurnal Akuakultur Indonesia","10.19027",54,"10.19027/jai.16.2.264-271",false
8111,"Bolan Society for Pure and Applied Biology (BSPAB)","10.19045",240,"10.19045/bspab.2018.70043",false
8127,"Journal of Special Education and Rehabilitation","10.19057",14,"10.19057/jser.2017.26",false
8158,"Faculty of Philosophy, University of Novi Sad","10.19090",306,"10.19090/hk.2017.4.41-55",false
8162,"Instituto Rede de Pesquisa Empirica em Direito (REED)","10.19092",35,"10.19092/reed.v4i2.147",false
8179,"Journal of the Medical Sciences (Berkala Ilmu Kedokteran)","10.19106",24,"10.19106/jmedsci004903201704",true
8232,"Illinois Law Enforcement Training and Standards Board Executive Institute","10.19151",11,"10.19151/leef.2017.1703d",true
8248,"The International Centre for Counter-Terrorism (ICCT)","10.19165",19,"10.19165/2018.1.01",true
8296,"Programa de Pos-Graduacao em Ciencias da Linguagem - PPGCL/UNIVAS","10.20337",51,"10.20337/issn2179-3514revistaentremeiosvol14pagina3a22",false
8297,"JPPS Journal","10.18433",54,"10.18433/j31p52",true
8314,null,null,0,null,null
8355,"NAPICU (National Association of Psychiatric Intensive Care Units)","10.20299",25,"10.20299/jpi.2017.013",false
8378,"International Journal of Early Childhood Special Education (INT-JECSE)","10.20489",9,"10.20489/intjecse.375107",false
8420,"Universitas Airlangga","10.20473",820,"10.20473/rlj.v2-i1.2016.43-50",true
8429,"Society for the Study of Business and Finance- SSBFNET","10.20525",77,"10.20525/ijfbs.v6i2.739",false
8436,"East West Association for Advanced Studies and Higher Education GmbH","10.20534",52,"10.20534/ejems-17-1-71-77",false
8442,null,null,0,null,null
8492,"The Association for the Historical Studies on Korean National Movement","10.19162",30,"10.19162/knm.92.2017.9.03",false
8497,"LPPM ST3 Telkom Purwokerto","10.20895",72,"10.20895/infotel.v9i3.237",false
8498,"FSBEI HE Voronezh State University of Engineering Technologies","10.20914",240,"10.20914/2310-1202-2017-1-237-241",false
8528,null,null,0,null,null
8531,"Korean Academy of Social Welfare","10.20970",11,"10.20970/kasw.2017.69.1.010",false
8532,"International Journal of Business, Economics, and Management Perspectives","10.20989",11,"10.20989/ijbemp.30",false
8629,"Universitas Sebelas Maret","10.20961",1085,"10.20961/ijai.v2i1.13258",true
8633,"Center for Cross-Cultural Studies","10.21049",73,"10.21049/ccs.2017.48..135",false
8635,"Avinashilingam Institute for Home Science and Higher Education for Women","10.21048",66,"10.21048/10.21048/ijnd.2018.55.1.18165",false
8737,"Revista Gestao e Sociedade","10.21171",38,"10.21171/ges.v11i29",true
8741,"C.Q.D.- Revista Eletronica Paulista de Matematica","10.21167",57,"10.21167/cqdvol10ermac201723169664abnjcpmpjlso251262",false
8773,"Faculdade de Direita de Franca","10.21207",29,"10.21207/1983.4225.599",false
8779,"Institute of Korean Literature and Arts","10.21208",48,"10.21208/kla.2017.03.21.253",false
8824,"Korean Music Therapy Association","10.21330",11,"10.21330/kjmt.2017.19.1.117",false
8831,"Korea Society of Design Trend","10.21326",101,"10.21326/ksdt.2017..56.014",false
8860,"University of Hawai'i Press","10.21313",429,"10.21313/hawaii/9780824855765.001.0001",false
8888,"Korean Association for Religious Studies","10.21457",21,"10.21457/kars.77.1.201704.91",false
8914,null,null,0,null,null
8920,null,null,0,null,null
